0,58, Self-employed-not incorporated,4,34, Some college but no degree,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,1053.55, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
1853,28, Private,37,2, Masters degree(MA MS MEng MEd MSW MBA),0, Never married, Business and repair services, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1774.47, MSA to MSA, Same county, Same county, No, No,6, Canada, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
1855,41, Private,24,2, Some college but no degree,0, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,1902,0, Joint both under 65, Householder, Householder,1349.79, MSA to MSA, Different division same region, Different state in South, No, Yes,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
1938,38, Private,32,18, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,3520.19, MSA to MSA, Same county, Same county, No, Yes,2, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
1961,22, Private,36,27, 9th grade,0, Divorced, Private household services, Private household services, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,2355.42, NonMSA to MSA, Different county same state, Different county same state, No, No,2, United-States, United-States, United-States, Native- Born in the United States,2,2,32,94, - 50000.
1968,23, Private,4,33, High school graduate,0, Never married, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1844.06, MSA to MSA, Different county same state, Different county same state, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
1984,35, Local government,43,10, Bachelors degree(BA AB BS),0, Never married, Education, Professional specialty, White, All other, Female, Children or Armed Forces,0,1876,0, Single, Nonfamily householder, Householder,269.59, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
2017,35, Private,33,29, High school graduate,0, Never married, Retail trade, Other service, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,3945.01, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,44,94, - 50000.
2038,20, State government,44,2, High school graduate,0, Married-civilian spouse present, Social services, Executive admin and managerial, Black, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2792.93, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2046,37, Private,6,26, High school graduate,0, Married-civilian spouse present, Manufacturing-durable goods, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,100, Joint both under 65, Spouse of householder, Spouse of householder,3170.26, NonMSA to nonMSA, Different state same division, Different state in South, No, No,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2070,23, Private,32,18, Some college but no degree,0, Never married, Wholesale trade, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1844.71, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
2137,25, Local government,42,23, Associates degree-occup /vocational,0, Married-civilian spouse present, Medical except hospital, Adm support including clerical, White, Central or South American, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1879.68, MSA to MSA, Same county, Same county, No, No,6, Peru, Peru, Peru, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
2141,43, Private,16,2, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,3703.59, MSA to MSA, Different county same state, Different county same state, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,40,94, - 50000.
2162,58, Self-employed-not incorporated,39,35, High school graduate,0, Married-civilian spouse present, Personal services except private HH, Precision production craft & repair, White, Mexican-American, Male, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1043.79, MSA to MSA, Same county, Same county, No, Yes,1, Mexico, Mexico, Mexico, Foreign born- U S citizen by naturalization,0,2,52,94, - 50000.
2165,21, Private,37,23, Some college but no degree,525, Married-civilian spouse present, Business and repair services, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2979.94, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,2,2,38,94, - 50000.
2180,41, Private,41,31, Associates degree-occup /vocational,0, Separated, Hospital services, Other service, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,327.81, Not identifiable, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2247,19, Private,33,26, Some college but no degree,0, Never married, Retail trade, Adm support including clerical, White, All other, Male, Children or Armed Forces,2176,0,0, Single, Secondary individual, Nonrelative of householder,1958.12, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, Germany, Native- Born abroad of American Parent(s),0,2,21,94, - 50000.
2250,22, Private,33,29, High school graduate,0, Married-civilian spouse present, Retail trade, Other service, Black, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Child 18+ ever marr RP of subfamily, Child 18 or older,2571.78, MSA to MSA, Different county same state, Different county same state, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2260,51, Self-employed-not incorporated,32,16, High school graduate,0, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Children or Armed Forces,0,0,1000, Joint both under 65, Householder, Householder,1613.15, MSA to MSA, Same county, Same county, No, No,1, Germany, Germany, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2262,23, State government,43,26, Associates degree-academic program,0, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2268.99, MSA to MSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,48,94, - 50000.
2299,40, Private,41,13, High school graduate,545, Divorced, Hospital services, Technicians and related support, White, All other, Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,2178.42, MSA to MSA, Same county, Same county, No, Yes,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2338,39, Private,37,28, Some college but no degree,1400, Divorced, Business and repair services, Protective services, Black, All other, Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,4271.79, MSA to MSA, Different region, Different state in Midwest, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2350,48, Private,6,35, 9th grade,0, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1068.91, NonMSA to nonMSA, Different county same state, Different county same state, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2398,32, Local government,35,12, Masters degree(MA MS MEng MEd MSW MBA),943, Never married, Finance insurance and real estate, Professional specialty, Black, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2408.93, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
2399,32, Private,3,36, Some college but no degree,0, Married-civilian spouse present, Mining, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,950.52, Not identifiable, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
2418,36, Private,32,34, High school graduate,0, Married-civilian spouse present, Wholesale trade, Precision production craft & repair, White, Mexican (Mexicano), Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1149.11, MSA to MSA, Same county, Same county, No, Yes,4, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
